58.829723,-3.319995,500,-600
58.802723,-3.319995,500,-590
58.775723,-3.319995,500,-580
58.748723,-3.319995,500,-570
58.721723,-3.319995,500,-560
58.694723,-3.319995,500,-550
58.667723,-3.319995,500,-540
58.640723,-3.319995,500,-530
58.613723,-3.319995,500,-520
58.586723,-3.319995,500,-510
58.559723,-3.319995,500,-500
58.532723,-3.319995,500,-490
58.505723,-3.319995,500,-480
58.478723,-3.319995,500,-470
58.451723,-3.319995,500,-460
58.424723,-3.319995,500,-450
58.397723,-3.319995,500,-440
58.370723,-3.319995,500,-430
58.343723,-3.319995,500,-420
58.316723,-3.319995,500,-410
58.289723,-3.319995,500,-400
58.262723,-3.319995,500,-390
58.235723,-3.319995,500,-380
58.208723,-3.319995,500,-370
58.181723,-3.319995,500,-360
58.154723,-3.319995,500,-350
58.127723,-3.319995,500,-340
58.100723,-3.319995,500,-330
58.073723,-3.319995,500,-320
58.046723,-3.319995,500,-310
58.019723,-3.319995,500,-300
57.992723,-3.319995,500,-290
57.965723,-3.319995,500,-280
57.938723,-3.319995,500,-270
57.911723,-3.319995,500,-260
57.884723,-3.319995,500,-250
57.857723,-3.319995,500,-240
57.830723,-3.319995,500,-230
57.803723,-3.319995,500,-220
57.776723,-3.319995,500,-210
57.749723,-3.319995,500,-200
57.722723,-3.319995,500,-190
57.695723,-3.319995,500,-180
57.668723,-3.319995,500,-170
57.641723,-3.319995,500,-160
57.614723,-3.319995,500,-150
57.587723,-3.319995,500,-140
57.560723,-3.319995,500,-130
57.533723,-3.319995,500,-120
57.506723,-3.319995,500,-110
57.479723,-3.319995,500,-100
57.452723,-3.319995,500,-90
57.425723,-3.319995,500,-80
57.398723,-3.319995,500,-70
57.371723,-3.319995,500,-60
57.344723,-3.319995,500,-50
57.317723,-3.319995,500,-40
57.290723,-3.319995,500,-30
57.263723,-3.319995,500,-20
57.236723,-3.319995,500,-10
57.209723,-3.319995,500,0
57.159723,-3.319995,500,10
57.109723,-3.319995,500,20
57.059723,-3.319995,500,30
57.009723,-3.319995,500,40
56.959723,-3.319995,500,50
56.909723,-3.319995,500,60
56.859723,-3.319995,500,70
56.809723,-3.319995,500,80
56.759723,-3.319995,500,90
56.709723,-3.319995,500,100
56.659723,-3.319995,500,110
56.609723,-3.319995,500,120
56.559723,-3.319995,500,130
56.509723,-3.319995,500,140
56.459723,-3.319995,500,150
56.409723,-3.319995,500,160
56.359723,-3.319995,500,170
56.309723,-3.319995,500,180
56.259723,-3.319995,500,190
56.209723,-3.319995,500,200
56.159723,-3.319995,500,210
56.109723,-3.319995,500,220
56.059723,-3.319995,500,230
56.009723,-3.319995,500,240
55.959723,-3.319995,500,250
55.909723,-3.319995,500,260
55.859723,-3.319995,500,270
55.809723,-3.319995,500,280
55.769723,-3.319995,500,290
55.739723,-3.319995,500,300
55.719723,-3.319995,500,310
55.699723,-3.319995,500,320
55.689723,-3.319995,500,330
55.679723,-3.319995,500,340
55.669723,-3.319995,500,350
55.659723,-3.319995,500,360
55.649723,-3.319995,500,370
55.639723,-3.319995,500,380
55.629723,-3.319995,500,390
55.619723,-3.319995,500,400
55.609723,-3.319995,500,410
55.599723,-3.319995,500,420
55.589723,-3.319995,500,430
55.579723,-3.319995,500,440
55.569723,-3.319995,500,450
55.559723,-3.319995,500,460
55.549723,-3.319995,500,470
55.539723,-3.319995,500,480
55.529723,-3.319995,500,490
55.519723,-3.319995,500,500
55.509723,-3.319995,500,510
55.499723,-3.319995,500,520
55.489723,-3.319995,500,530
55.479723,-3.319995,500,540
55.469723,-3.319995,500,550
55.459723,-3.319995,500,560
55.449723,-3.319995,500,570
55.439723,-3.319995,500,580
55.429723,-3.319995,500,590
55.419723,-3.319995,500,600
55.409723,-3.319995,500,610
55.399723,-3.319995,500,620
55.389723,-3.319995,500,630
55.379723,-3.319995,500,640
55.369723,-3.319995,500,650
55.359723,-3.319995,500,660
55.349723,-3.319995,500,670
55.339723,-3.319995,500,680
55.329723,-3.319995,500,690
55.319723,-3.319995,500,700
55.292723,-3.319995,500,710
55.265723,-3.319995,500,720
55.238723,-3.319995,500,730
55.211723,-3.319995,500,740
55.184723,-3.319995,500,750
55.157723,-3.319995,500,760
55.130723,-3.319995,500,770
